Site,Year,Type,No_of_Sales,Median_Price,Mean_Price,lat,lon
Port Phillip City,2008,Units/Apartment,2560,427000,526207,-37.8464983,144.9666905
Port Phillip City,2008,Vacant House Block,0,295000,295000,-37.8464983,144.9666905
Port Phillip City,2007,House,1016,867750,1091464,-37.8464983,144.9666905
Port Phillip City,2007,Units/Apartment,3851,400000,512963,-37.8464983,144.9666905
Port Phillip City,2007,Vacant House Block,0,295000,295000,-37.8464983,144.9666905
Port Phillip City,2006,House,991,691002,839959,-37.8464983,144.9666905
Port Phillip City,2006,Units/Apartment,3021,364000,483947,-37.8464983,144.9666905
Port Phillip City,2006,Vacant House Block,1,295000,295000,-37.8464983,144.9666905
Pyrenees Shire,2016,House,68,201100,210032,-37.3879637,143.4770359
Pyrenees Shire,2016,Units/Apartment,3,190000,176666,-37.3879637,143.4770359
Pyrenees Shire,2016,Vacant House Block,36,48250,57715,-37.3879637,143.4770359
Pyrenees Shire,2015,House,56,182500,190197,-37.3879637,143.4770359
Pyrenees Shire,2015,Units/Apartment,1,205500,205500,-37.3879637,143.4770359
Pyrenees Shire,2015,Vacant House Block,19,42000,43778,-37.3879637,143.4770359
Pyrenees Shire,2014,House,58,190000,196044,-37.3879637,143.4770359
Pyrenees Shire,2014,Units/Apartment,0,235000,235000,-37.3879637,143.4770359
Pyrenees Shire,2014,Vacant House Block,31,51100,55374,-37.3879637,143.4770359
Pyrenees Shire,2013,House,72,180000,173609,-37.3879637,143.4770359
Pyrenees Shire,2013,Units/Apartment,1,235000,235000,-37.3879637,143.4770359
Pyrenees Shire,2013,Vacant House Block,18,46500,39973,-37.3879637,143.4770359
Pyrenees Shire,2012,House,51,178500,178149,-37.3879637,143.4770359
Pyrenees Shire,2012,Units/Apartment,2,226500,226500,-37.3879637,143.4770359
Pyrenees Shire,2012,Vacant House Block,28,47000,41345,-37.3879637,143.4770359
Pyrenees Shire,2011,House,66,151000,173568,-37.3879637,143.4770359
Pyrenees Shire,2011,Units/Apartment,2,168675,168675,-37.3879637,143.4770359
Pyrenees Shire,2011,Vacant House Block,19,40000,49076,-37.3879637,143.4770359
Pyrenees Shire,2010,House,71,160000,161530,-37.3879637,143.4770359
Pyrenees Shire,2010,Units/Apartment,1,190000,190000,-37.3879637,143.4770359
Pyrenees Shire,2010,Vacant House Block,29,44000,64448,-37.3879637,143.4770359
Pyrenees Shire,2009,House,59,144000,145466,-37.3879637,143.4770359
Pyrenees Shire,2009,Units/Apartment,0,85000,85000,-37.3879637,143.4770359
Pyrenees Shire,2009,Vacant House Block,22,36500,48045,-37.3879637,143.4770359
Pyrenees Shire,2008,House,55,145000,156306,-37.3879637,143.4770359
Pyrenees Shire,2008,Units/Apartment,0,85000,85000,-37.3879637,143.4770359
Pyrenees Shire,2008,Vacant House Block,23,42000,50221,-37.3879637,143.4770359
Pyrenees Shire,2007,House,59,137875,145807,-37.3879637,143.4770359
Pyrenees Shire,2007,Units/Apartment,0,85000,85000,-37.3879637,143.4770359
Pyrenees Shire,2007,Vacant House Block,40,33500,45371,-37.3879637,143.4770359
Pyrenees Shire,2006,House,50,128500,134954,-37.3879637,143.4770359
Pyrenees Shire,2006,Units/Apartment,0,85000,85000,-37.3879637,143.4770359
Pyrenees Shire,2006,Vacant House Block,40,38000,70506,-37.3879637,143.4770359
South Gippsland Shire,2016,House,481,280000,292418,-38.5884838,146.1142253
South Gippsland Shire,2016,Units/Apartment,36,260000,247500,-38.5884838,146.1142253
South Gippsland Shire,2016,Vacant House Block,124,110000,123669,-38.5884838,146.1142253
South Gippsland Shire,2015,House,454,265000,285140,-38.5884838,146.1142253
South Gippsland Shire,2015,Units/Apartment,50,240000,236935,-38.5884838,146.1142253
South Gippsland Shire,2015,Vacant House Block,112,105000,109422,-38.5884838,146.1142253
South Gippsland Shire,2014,House,395,260000,277406,-38.5884838,146.1142253
South Gippsland Shire,2014,Units/Apartment,42,251250,238800,-38.5884838,146.1142253
South Gippsland Shire,2014,Vacant House Block,94,104250,112729,-38.5884838,146.1142253
South Gippsland Shire,2013,House,406,255000,275761,-38.5884838,146.1142253
South Gippsland Shire,2013,Units/Apartment,28,257500,257760,-38.5884838,146.1142253
South Gippsland Shire,2013,Vacant House Block,110,116500,131298,-38.5884838,146.1142253
South Gippsland Shire,2012,House,371,259000,266453,-38.5884838,146.1142253
South Gippsland Shire,2012,Units/Apartment,42,237500,270585,-38.5884838,146.1142253
South Gippsland Shire,2012,Vacant House Block,119,100000,110942,-38.5884838,146.1142253
South Gippsland Shire,2011,House,417,260000,273009,-38.5884838,146.1142253
South Gippsland Shire,2011,Units/Apartment,61,249000,255575,-38.5884838,146.1142253
South Gippsland Shire,2011,Vacant House Block,180,109500,115178,-38.5884838,146.1142253
South Gippsland Shire,2010,House,487,245000,260028,-38.5884838,146.1142253
South Gippsland Shire,2010,Units/Apartment,59,207000,207904,-38.5884838,146.1142253
South Gippsland Shire,2010,Vacant House Block,282,102500,109932,-38.5884838,146.1142253
South Gippsland Shire,2009,House,505,224000,233347,-38.5884838,146.1142253
South Gippsland Shire,2009,Units/Apartment,67,216000,215015,-38.5884838,146.1142253
South Gippsland Shire,2009,Vacant House Block,202,92000,99656,-38.5884838,146.1142253
South Gippsland Shire,2008,House,406,215500,224471,-38.5884838,146.1142253
South Gippsland Shire,2008,Units/Apartment,45,220000,212188,-38.5884838,146.1142253
South Gippsland Shire,2008,Vacant House Block,233,90000,97762,-38.5884838,146.1142253
South Gippsland Shire,2007,House,519,205000,216598,-38.5884838,146.1142253
South Gippsland Shire,2007,Units/Apartment,51,225000,210165,-38.5884838,146.1142253
South Gippsland Shire,2007,Vacant House Block,225,85000,95296,-38.5884838,146.1142253
South Gippsland Shire,2006,House,371,192000,210359,-38.5884838,146.1142253
South Gippsland Shire,2006,Units/Apartment,43,200000,213294,-38.5884838,146.1142253
South Gippsland Shire,2006,Vacant House Block,134,78000,84610,-38.5884838,146.1142253
Southern Grampians Shire,2016,House,207,193000,217121,-37.4535972,141.852273
Southern Grampians Shire,2016,Units/Apartment,14,195000,193714,-37.4535972,141.852273
Southern Grampians Shire,2016,Vacant House Block,17,95000,97514,-37.4535972,141.852273
Southern Grampians Shire,2015,House,199,185000,205117,-37.4535972,141.852273
Southern Grampians Shire,2015,Units/Apartment,13,207000,222538,-37.4535972,141.852273
Southern Grampians Shire,2015,Vacant House Block,18,60800,65222,-37.4535972,141.852273
Southern Grampians Shire,2014,House,182,180000,200571,-37.4535972,141.852273
Southern Grampians Shire,2014,Units/Apartment,7,200000,190750,-37.4535972,141.852273
Southern Grampians Shire,2014,Vacant House Block,20,74500,71947,-37.4535972,141.852273
Southern Grampians Shire,2013,House,176,185000,194573,-37.4535972,141.852273
Southern Grampians Shire,2013,Units/Apartment,17,172000,157823,-37.4535972,141.852273
Southern Grampians Shire,2013,Vacant House Block,19,68000,66763,-37.4535972,141.852273
Southern Grampians Shire,2012,House,178,178000,192204,-37.4535972,141.852273
Southern Grampians Shire,2012,Units/Apartment,16,184500,187469,-37.4535972,141.852273
Southern Grampians Shire,2012,Vacant House Block,21,80000,72754,-37.4535972,141.852273
Southern Grampians Shire,2011,House,178,200000,216001,-37.4535972,141.852273
Southern Grampians Shire,2011,Units/Apartment,17,220000,227852,-37.4535972,141.852273
Southern Grampians Shire,2011,Vacant House Block,32,81250,82639,-37.4535972,141.852273
Southern Grampians Shire,2010,House,165,185000,205493,-37.4535972,141.852273
Southern Grampians Shire,2010,Units/Apartment,11,224000,217363,-37.4535972,141.852273
Southern Grampians Shire,2010,Vacant House Block,20,43750,58020,-37.4535972,141.852273
Southern Grampians Shire,2009,House,211,178000,199711,-37.4535972,141.852273
Southern Grampians Shire,2009,Units/Apartment,23,203690,224221,-37.4535972,141.852273
Southern Grampians Shire,2009,Vacant House Block,32,79753,84938,-37.4535972,141.852273
Southern Grampians Shire,2008,House,176,185000,201780,-37.4535972,141.852273
Southern Grampians Shire,2008,Units/Apartment,27,225000,224735,-37.4535972,141.852273
Southern Grampians Shire,2008,Vacant House Block,26,59000,59788,-37.4535972,141.852273
Southern Grampians Shire,2007,House,232,178500,190024,-37.4535972,141.852273
Southern Grampians Shire,2007,Units/Apartment,24,206000,202708,-37.4535972,141.852273
Southern Grampians Shire,2007,Vacant House Block,49,64000,65202,-37.4535972,141.852273
Southern Grampians Shire,2006,House,245,178000,202140,-37.4535972,141.852273
Southern Grampians Shire,2006,Units/Apartment,8,242500,245987,-37.4535972,141.852273
Southern Grampians Shire,2006,Vacant House Block,42,58500,56934,-37.4535972,141.852273
Stonnington City,2016,House,985,2000000,2689507,-37.8596,145.0328
Stonnington City,2016,Units/Apartment,1622,580000,769517,-37.8596,145.0328
Stonnington City,2016,Vacant House Block,1,1660000,1660000,-37.8596,145.0328
Stonnington City,2015,House,1194,1850000,2453681,-37.8596,145.0328
Stonnington City,2015,Units/Apartment,2242,590000,782532,-37.8596,145.0328
Stonnington City,2015,Vacant House Block,0,362000,362000,-37.8596,145.0328
Stonnington City,2014,House,1207,1560000,2082571,-37.8596,145.0328
Stonnington City,2014,Units/Apartment,2592,575000,718297,-37.8596,145.0328
Stonnington City,2014,Vacant House Block,2,362000,362000,-37.8596,145.0328
Stonnington City,2013,House,1137,1360000,1841734,-37.8596,145.0328
Stonnington City,2013,Units/Apartment,2713,560000,683879,-37.8596,145.0328
Stonnington City,2013,Vacant House Block,1,302500,302500,-37.8596,145.0328
Stonnington City,2012,House,961,1250000,1674778,-37.8596,145.0328
Stonnington City,2012,Units/Apartment,2345,520000,641352,-37.8596,145.0328
Stonnington City,2012,Vacant House Block,1,372000,372000,-37.8596,145.0328
Stonnington City,2011,House,992,1250250,1685386,-37.8596,145.0328
Stonnington City,2011,Units/Apartment,2032,517250,651763,-37.8596,145.0328
Stonnington City,2011,Vacant House Block,0,227500,256054,-37.8596,145.0328
Stonnington City,2010,House,1069,1365000,1771308,-37.8596,145.0328
Stonnington City,2010,Units/Apartment,2761,520833,636492,-37.8596,145.0328
Stonnington City,2010,Vacant House Block,0,227500,256054,-37.8596,145.0328
Stonnington City,2009,House,1074,1200000,1603892,-37.8596,145.0328
Stonnington City,2009,Units/Apartment,2399,450000,561674,-37.8596,145.0328
Stonnington City,2009,Vacant House Block,0,227500,256054,-37.8596,145.0328
Stonnington City,2008,House,951,1090000,1559790,-37.8596,145.0328
Stonnington City,2008,Units/Apartment,1760,420000,527171,-37.8596,145.0328
Stonnington City,2008,Vacant House Block,11,227500,256054,-37.8596,145.0328
Stonnington City,2007,House,1330,1035500,1505079,-37.8596,145.0328
Stonnington City,2007,Units/Apartment,2451,422000,577864,-37.8596,145.0328
Stonnington City,2007,Vacant House Block,17,230000,286840,-37.8596,145.0328
Stonnington City,2006,House,1213,852500,1216185,-37.8596,145.0328
Stonnington City,2006,Units/Apartment,1964,367640,503145,-37.8596,145.0328
Stonnington City,2006,Vacant House Block,13,172500,187253,-37.8596,145.0328
Strathbogie Shire,2016,House,138,279000,313094,-36.8485857,145.402868
Strathbogie Shire,2016,Units/Apartment,24,225000,202083,-36.8485857,145.402868
Strathbogie Shire,2016,Vacant House Block,54,107500,107018,-36.8485857,145.402868
Strathbogie Shire,2015,House,131,245000,292293,-36.8485857,145.402868
Strathbogie Shire,2015,Units/Apartment,19,280000,274526,-36.8485857,145.402868
Strathbogie Shire,2015,Vacant House Block,49,95000,96469,-36.8485857,145.402868
Strathbogie Shire,2014,House,140,247000,260403,-36.8485857,145.402868
Strathbogie Shire,2014,Units/Apartment,21,230000,237523,-36.8485857,145.402868
Strathbogie Shire,2014,Vacant House Block,54,105500,100162,-36.8485857,145.402868
Strathbogie Shire,2013,House,158,238750,258202,-36.8485857,145.402868
Strathbogie Shire,2013,Units/Apartment,17,195000,206558,-36.8485857,145.402868
Strathbogie Shire,2013,Vacant House Block,38,87750,92943,-36.8485857,145.402868
Strathbogie Shire,2012,House,144,220000,229940,-36.8485857,145.402868
Strathbogie Shire,2012,Units/Apartment,28,191500,200464,-36.8485857,145.402868
Strathbogie Shire,2012,Vacant House Block,52,84500,99423,-36.8485857,145.402868
Strathbogie Shire,2011,House,118,212500,227008,-36.8485857,145.402868
Strathbogie Shire,2011,Units/Apartment,11,230000,245545,-36.8485857,145.402868
Strathbogie Shire,2011,Vacant House Block,42,90500,101033,-36.8485857,145.402868
Strathbogie Shire,2010,House,142,226000,246670,-36.8485857,145.402868
Strathbogie Shire,2010,Units/Apartment,22,247000,233409,-36.8485857,145.402868
Strathbogie Shire,2010,Vacant House Block,41,77000,84896,-36.8485857,145.402868
Strathbogie Shire,2009,House,155,185000,209117,-36.8485857,145.402868
Strathbogie Shire,2009,Units/Apartment,21,190000,191428,-36.8485857,145.402868
Strathbogie Shire,2009,Vacant House Block,45,72500,78700,-36.8485857,145.402868
Strathbogie Shire,2008,House,111,182000,210140,-36.8485857,145.402868
Strathbogie Shire,2008,Units/Apartment,15,177500,180966,-36.8485857,145.402868
Strathbogie Shire,2008,Vacant House Block,25,70280,72485,-36.8485857,145.402868
Strathbogie Shire,2007,House,138,185000,198837,-36.8485857,145.402868
Strathbogie Shire,2007,Units/Apartment,22,165000,187847,-36.8485857,145.402868
Strathbogie Shire,2007,Vacant House Block,46,83500,91827,-36.8485857,145.402868
Strathbogie Shire,2006,House,153,175000,187851,-36.8485857,145.402868
Strathbogie Shire,2006,Units/Apartment,14,172500,205508,-36.8485857,145.402868
Strathbogie Shire,2006,Vacant House Block,52,75000,69999,-36.8485857,145.402868
Surf Coast Shire,2016,House,663,675000,727717,-38.3128176,143.9976775
Surf Coast Shire,2016,Units/Apartment,126,513250,539536,-38.3128176,143.9976775
Surf Coast Shire,2016,Vacant House Block,256,269000,330624,-38.3128176,143.9976775
Surf Coast Shire,2015,House,725,630000,715075,-38.3128176,143.9976775
Surf Coast Shire,2015,Units/Apartment,141,485000,530092,-38.3128176,143.9976775
Surf Coast Shire,2015,Vacant House Block,344,255000,276505,-38.3128176,143.9976775
Surf Coast Shire,2014,House,620,599499,666321,-38.3128176,143.9976775
Surf Coast Shire,2014,Units/Apartment,149,460000,491145,-38.3128176,143.9976775
Surf Coast Shire,2014,Vacant House Block,288,245000,272928,-38.3128176,143.9976775
Surf Coast Shire,2013,House,607,585000,639912,-38.3128176,143.9976775
Surf Coast Shire,2013,Units/Apartment,161,440000,476159,-38.3128176,143.9976775
Surf Coast Shire,2013,Vacant House Block,211,245000,269411,-38.3128176,143.9976775
Surf Coast Shire,2012,House,471,570000,641705,-38.3128176,143.9976775
Surf Coast Shire,2012,Units/Apartment,111,460000,512000,-38.3128176,143.9976775
Surf Coast Shire,2012,Vacant House Block,139,255000,286858,-38.3128176,143.9976775
Surf Coast Shire,2011,House,522,577500,638284,-38.3128176,143.9976775
Surf Coast Shire,2011,Units/Apartment,145,462000,493397,-38.3128176,143.9976775
Surf Coast Shire,2011,Vacant House Block,155,284000,317099,-38.3128176,143.9976775
Surf Coast Shire,2010,House,629,550000,627603,-38.3128176,143.9976775
Surf Coast Shire,2010,Units/Apartment,168,450000,489382,-38.3128176,143.9976775
Surf Coast Shire,2010,Vacant House Block,358,243000,260510,-38.3128176,143.9976775
Surf Coast Shire,2009,House,588,489000,549008,-38.3128176,143.9976775
Surf Coast Shire,2009,Units/Apartment,184,447500,534910,-38.3128176,143.9976775
Surf Coast Shire,2009,Vacant House Block,308,210000,217901,-38.3128176,143.9976775
Surf Coast Shire,2008,House,482,481000,538948,-38.3128176,143.9976775
Surf Coast Shire,2008,Units/Apartment,167,480000,521289,-38.3128176,143.9976775
Surf Coast Shire,2008,Vacant House Block,253,210000,226898,-38.3128176,143.9976775
Surf Coast Shire,2007,House,710,447750,498143,-38.3128176,143.9976775
Surf Coast Shire,2007,Units/Apartment,188,395000,454022,-38.3128176,143.9976775
Surf Coast Shire,2007,Vacant House Block,359,200000,213486,-38.3128176,143.9976775
Surf Coast Shire,2006,House,534,400000,463710,-38.3128176,143.9976775
Surf Coast Shire,2006,Units/Apartment,173,420000,475053,-38.3128176,143.9976775
Surf Coast Shire,2006,Vacant House Block,246,186000,198022,-38.3128176,143.9976775
Swan Hill Rural City,2016,House,264,240000,243183,-35.1588446,143.1319209
Swan Hill Rural City,2016,Units/Apartment,33,230000,225272,-35.1588446,143.1319209
Swan Hill Rural City,2016,Vacant House Block,39,50000,76109,-35.1588446,143.1319209
Swan Hill Rural City,2015,House,262,216000,236483,-35.1588446,143.1319209
Swan Hill Rural City,2015,Units/Apartment,57,188000,201767,-35.1588446,143.1319209
Swan Hill Rural City,2015,Vacant House Block,56,81500,79588,-35.1588446,143.1319209
Swan Hill Rural City,2014,House,248,209500,217752,-35.1588446,143.1319209
Swan Hill Rural City,2014,Units/Apartment,52,178750,193298,-35.1588446,143.1319209
Swan Hill Rural City,2014,Vacant House Block,59,76000,76503,-35.1588446,143.1319209
Swan Hill Rural City,2013,House,274,199500,211462,-35.1588446,143.1319209
Swan Hill Rural City,2013,Units/Apartment,47,184000,189592,-35.1588446,143.1319209
Swan Hill Rural City,2013,Vacant House Block,55,76700,74267,-35.1588446,143.1319209
Swan Hill Rural City,2012,House,226,205000,220956,-35.1588446,143.1319209
Swan Hill Rural City,2012,Units/Apartment,38,189000,180223,-35.1588446,143.1319209
Swan Hill Rural City,2012,Vacant House Block,46,79985,80897,-35.1588446,143.1319209
Swan Hill Rural City,2011,House,197,208000,212116,-35.1588446,143.1319209
Swan Hill Rural City,2011,Units/Apartment,42,194000,198976,-35.1588446,143.1319209
Swan Hill Rural City,2011,Vacant House Block,57,70400,84464,-35.1588446,143.1319209
Swan Hill Rural City,2010,House,217,210000,223105,-35.1588446,143.1319209
Swan Hill Rural City,2010,Units/Apartment,45,200000,208534,-35.1588446,143.1319209
Swan Hill Rural City,2010,Vacant House Block,59,80500,79897,-35.1588446,143.1319209
Swan Hill Rural City,2009,House,255,200000,208230,-35.1588446,143.1319209
Swan Hill Rural City,2009,Units/Apartment,45,180000,195364,-35.1588446,143.1319209
Swan Hill Rural City,2009,Vacant House Block,121,65000,67439,-35.1588446,143.1319209
Swan Hill Rural City,2008,House,210,186000,203074,-35.1588446,143.1319209
Swan Hill Rural City,2008,Units/Apartment,37,190000,204697,-35.1588446,143.1319209
Swan Hill Rural City,2008,Vacant House Block,65,53000,56536,-35.1588446,143.1319209
Swan Hill Rural City,2007,House,277,187000,202126,-35.1588446,143.1319209
Swan Hill Rural City,2007,Units/Apartment,56,216000,211726,-35.1588446,143.1319209
Swan Hill Rural City,2007,Vacant House Block,73,68000,72322,-35.1588446,143.1319209
Swan Hill Rural City,2006,House,281,187000,199814,-35.1588446,143.1319209
Swan Hill Rural City,2006,Units/Apartment,46,185000,193910,-35.1588446,143.1319209
Swan Hill Rural City,2006,Vacant House Block,83,60000,72287,-35.1588446,143.1319209
Towong Shire,2016,House,78,198000,209670,-36.3512332,147.4627259
Towong Shire,2016,Units/Apartment,4,172500,170750,-36.3512332,147.4627259
Towong Shire,2016,Vacant House Block,18,58000,67244,-36.3512332,147.4627259
Towong Shire,2015,House,72,206250,217194,-36.3512332,147.4627259
Towong Shire,2015,Units/Apartment,4,176000,182150,-36.3512332,147.4627259
Towong Shire,2015,Vacant House Block,9,50000,53500,-36.3512332,147.4627259
Towong Shire,2014,House,67,170000,177130,-36.3512332,147.4627259
Towong Shire,2014,Units/Apartment,2,152000,152000,-36.3512332,147.4627259
Towong Shire,2014,Vacant House Block,19,28750,52242,-36.3512332,147.4627259
Towong Shire,2013,House,77,160000,183740,-36.3512332,147.4627259
Towong Shire,2013,Units/Apartment,0,220000,163300,-36.3512332,147.4627259
Towong Shire,2013,Vacant House Block,16,52500,79546,-36.3512332,147.4627259
Towong Shire,2012,House,73,160002,180856,-36.3512332,147.4627259
Towong Shire,2012,Units/Apartment,5,220000,163300,-36.3512332,147.4627259
Towong Shire,2012,Vacant House Block,25,40000,48193,-36.3512332,147.4627259
Towong Shire,2011,House,67,165200,202361,-36.3512332,147.4627259
Towong Shire,2011,Units/Apartment,5,68000,127000,-36.3512332,147.4627259
Towong Shire,2011,Vacant House Block,20,45000,56400,-36.3512332,147.4627259
Towong Shire,2010,House,59,140000,168188,-36.3512332,147.4627259
Towong Shire,2010,Units/Apartment,3,220000,236666,-36.3512332,147.4627259
Towong Shire,2010,Vacant House Block,22,44494,72613,-36.3512332,147.4627259
Towong Shire,2009,House,57,160000,177421,-36.3512332,147.4627259
Towong Shire,2009,Units/Apartment,2,105000,105000,-36.3512332,147.4627259
Towong Shire,2009,Vacant House Block,12,54800,59458,-36.3512332,147.4627259
Towong Shire,2008,House,56,150357,173164,-36.3512332,147.4627259
Towong Shire,2008,Units/Apartment,2,113500,113500,-36.3512332,147.4627259
Towong Shire,2008,Vacant House Block,21,50000,67685,-36.3512332,147.4627259
Towong Shire,2007,House,71,160000,170161,-36.3512332,147.4627259
Towong Shire,2007,Units/Apartment,4,63000,68000,-36.3512332,147.4627259
Towong Shire,2007,Vacant House Block,37,23000,38269,-36.3512332,147.4627259
Towong Shire,2006,House,77,160000,176714,-36.3512332,147.4627259
Towong Shire,2006,Units/Apartment,4,52000,62250,-36.3512332,147.4627259
Towong Shire,2006,Vacant House Block,34,53600,62123,-36.3512332,147.4627259
Victoria,2006,House,23024,220000,242556,,
Victoria,2007,House,26360,229000,256662,,
Victoria,2008,House,21445,230000,257400,,
Victoria,2009,House,24819,241000,266408,,
Victoria,2010,House,22656,270000,303955,,
Victoria,2011,House,20757,280000,311669,,
Victoria,2012,House,20370,280000,309049,,
Victoria,2013,House,22729,290000,319124,,
Victoria,2014,House,23130,300000,332175,,
Victoria,2015,House,24631,310000,344267,,
Victoria,2016,House,25168,320000,356665,,
Victoria,2006,Units/Apartment,4185,198000,234782,,
Victoria,2007,Units/Apartment,4955,210000,246256,,
Victoria,2008,Units/Apartment,4091,210000,243400,,
Victoria,2009,Units/Apartment,5361,220000,247166,,
Victoria,2010,Units/Apartment,4755,236500,268904,,
Victoria,2011,Units/Apartment,4231,242500,281567,,
Victoria,2012,Units/Apartment,4235,240000,263803,,
Victoria,2013,Units/Apartment,4363,240000,270125,,
Victoria,2014,Units/Apartment,4382,247500,278692,,
Victoria,2015,Units/Apartment,4395,250000,284062,,
Victoria,2016,Units/Apartment,4180,260000,295028,,
Victoria,2006,Vacant House Block,8031,90000,103114,,
Victoria,2007,Vacant House Block,8632,97000,111808,,
Victoria,2008,Vacant House Block,6892,100000,110703,,
Victoria,2009,Vacant House Block,10486,105000,115084,,
Victoria,2010,Vacant House Block,10659,122500,133655,,
Victoria,2011,Vacant House Block,8771,132000,142520,,
Victoria,2012,Vacant House Block,7514,130000,140519,,
Victoria,2013,Vacant House Block,7699,136000,146464,,
Victoria,2014,Vacant House Block,8414,138000,147775,,
Victoria,2015,Vacant House Block,8253,142500,155424,,
Victoria,2016,Vacant House Block,7241,145000,161482,,
Wangaratta Rural City,2016,House,427,270000,287897,-36.3682777,146.3172149
Wangaratta Rural City,2016,Units/Apartment,61,200000,209166,-36.3682777,146.3172149
Wangaratta Rural City,2016,Vacant House Block,64,130000,141840,-36.3682777,146.3172149
Wangaratta Rural City,2015,House,413,270000,284055,-36.3682777,146.3172149
Wangaratta Rural City,2015,Units/Apartment,58,210875,207672,-36.3682777,146.3172149
Wangaratta Rural City,2015,Vacant House Block,109,130000,133924,-36.3682777,146.3172149
Wangaratta Rural City,2014,House,399,254000,270159,-36.3682777,146.3172149
Wangaratta Rural City,2014,Units/Apartment,69,210030,214321,-36.3682777,146.3172149
Wangaratta Rural City,2014,Vacant House Block,110,121750,131233,-36.3682777,146.3172149
Wangaratta Rural City,2013,House,392,238000,254614,-36.3682777,146.3172149
Wangaratta Rural City,2013,Units/Apartment,64,175500,195964,-36.3682777,146.3172149
Wangaratta Rural City,2013,Vacant House Block,130,125000,121300,-36.3682777,146.3172149
Wangaratta Rural City,2012,House,336,235013,245751,-36.3682777,146.3172149
Wangaratta Rural City,2012,Units/Apartment,59,150667,168793,-36.3682777,146.3172149
Wangaratta Rural City,2012,Vacant House Block,118,109000,112855,-36.3682777,146.3172149
Wangaratta Rural City,2011,House,287,245000,252010,-36.3682777,146.3172149
Wangaratta Rural City,2011,Units/Apartment,56,187237,202511,-36.3682777,146.3172149
Wangaratta Rural City,2011,Vacant House Block,98,120000,128263,-36.3682777,146.3172149
Wangaratta Rural City,2010,House,321,242000,258327,-36.3682777,146.3172149
Wangaratta Rural City,2010,Units/Apartment,70,182250,192990,-36.3682777,146.3172149
Wangaratta Rural City,2010,Vacant House Block,126,117000,118655,-36.3682777,146.3172149
Wangaratta Rural City,2009,House,364,228000,238054,-36.3682777,146.3172149
Wangaratta Rural City,2009,Units/Apartment,75,175000,181162,-36.3682777,146.3172149
Wangaratta Rural City,2009,Vacant House Block,122,98750,102241,-36.3682777,146.3172149
Wangaratta Rural City,2008,House,319,215000,227389,-36.3682777,146.3172149
Wangaratta Rural City,2008,Units/Apartment,44,174950,203270,-36.3682777,146.3172149
Wangaratta Rural City,2008,Vacant House Block,61,86000,95207,-36.3682777,146.3172149
Wangaratta Rural City,2007,House,401,220000,237219,-36.3682777,146.3172149
Wangaratta Rural City,2007,Units/Apartment,76,174975,186266,-36.3682777,146.3172149
Wangaratta Rural City,2007,Vacant House Block,101,100000,105685,-36.3682777,146.3172149
Wangaratta Rural City,2006,House,342,215000,224896,-36.3682777,146.3172149
Wangaratta Rural City,2006,Units/Apartment,78,181000,187468,-36.3682777,146.3172149
Wangaratta Rural City,2006,Vacant House Block,120,90500,99095,-36.3682777,146.3172149
Warrnambool City,2016,House,530,322000,346621,-38.3687,142.4982
Warrnambool City,2016,Units/Apartment,115,250500,266733,-38.3687,142.4982
Warrnambool City,2016,Vacant House Block,124,150000,156722,-38.3687,142.4982
Warrnambool City,2015,House,558,330000,350398,-38.3687,142.4982
Warrnambool City,2015,Units/Apartment,139,256500,266393,-38.3687,142.4982
Warrnambool City,2015,Vacant House Block,149,140000,142957,-38.3687,142.4982
Warrnambool City,2014,House,468,320000,347924,-38.3687,142.4982
Warrnambool City,2014,Units/Apartment,127,259000,280489,-38.3687,142.4982
Warrnambool City,2014,Vacant House Block,171,145000,146284,-38.3687,142.4982
Warrnambool City,2013,House,448,325000,341442,-38.3687,142.4982
Warrnambool City,2013,Units/Apartment,128,257500,295058,-38.3687,142.4982
Warrnambool City,2013,Vacant House Block,143,139900,143767,-38.3687,142.4982
Warrnambool City,2012,House,458,316500,334409,-38.3687,142.4982
Warrnambool City,2012,Units/Apartment,123,255000,258702,-38.3687,142.4982
Warrnambool City,2012,Vacant House Block,135,135000,142443,-38.3687,142.4982
Warrnambool City,2011,House,430,322000,340596,-38.3687,142.4982
Warrnambool City,2011,Units/Apartment,135,255000,277509,-38.3687,142.4982
Warrnambool City,2011,Vacant House Block,186,130000,134869,-38.3687,142.4982
Warrnambool City,2010,House,491,320000,348464,-38.3687,142.4982
Warrnambool City,2010,Units/Apartment,149,259000,265359,-38.3687,142.4982
Warrnambool City,2010,Vacant House Block,224,130000,141116,-38.3687,142.4982
Warrnambool City,2009,House,576,292000,310730,-38.3687,142.4982
Warrnambool City,2009,Units/Apartment,159,225000,234388,-38.3687,142.4982
Warrnambool City,2009,Vacant House Block,262,125000,131422,-38.3687,142.4982
Warrnambool City,2008,House,471,295000,319669,-38.3687,142.4982
Warrnambool City,2008,Units/Apartment,126,218700,235056,-38.3687,142.4982
Warrnambool City,2008,Vacant House Block,115,125000,128853,-38.3687,142.4982
Warrnambool City,2007,House,559,280000,301858,-38.3687,142.4982
Warrnambool City,2007,Units/Apartment,168,235000,284464,-38.3687,142.4982
Warrnambool City,2007,Vacant House Block,194,130000,135232,-38.3687,142.4982
Warrnambool City,2006,House,575,268000,286451,-38.3687,142.4982
